customer_id,first_name,last_name,email,region,signup_date
C1493,anna,Brown,user493@example.com,west,2024-11-24
C1494,James,Smith,user494@example.com,NORTH,2024/06/08
C1495,DAVID,WILLIAMS,user495@example.com,EAST,2023/07/19
C1496,Michael,johnson,user496@example.com,North,2023-11-22
C1497,sarah,Jones,,west,11-13-2024
C1498,DAVID,Smith,user498@example.com,North,12/02/2024
C1499,James,Jones,user499@example.com,,03-13-2024
C1500,John,Jones,user500@example.com,west,01-31-2024
C1501,John,Jones,user501@example.com,north,01-13-2023
C1502,anna,WILLIAMS,user502@example.com,EAST,12-20-2023
C1503,sarah,Smith,user503@example.com,west,2023/11/12
C1504,James,Brown,user504@example.com,NORTH,2024-07-28
C1505,DAVID,WILLIAMS,user505@example.com,south,2023/08/09
C1506,John,Brown,user506@example.com,NORTH,2024/03/01
C1507,John,Smith,user507@example.com,North,23/10/2023
C1508,DAVID,WILLIAMS,user508@example.com,west,2024/03/10
C1509,James,Jones,user509@example.com,west,2023-05-23
C1510,mary,WILLIAMS,user510@example.com,north,28/05/2023
C1511,anna,WILLIAMS,user511@example.com,South,2023/11/07
C1512,DAVID,Smith,user512@example.com,West,06-21-2024
C1513,mary,Jones,user513@example.com,EAST,2023/03/09
C1514,anna,Jones,user514@example.com,South,2023-04-01
C1515,sarah,johnson,user515@example.com,north,02-24-2024
C1516,Michael,johnson,user516@example.com,EAST,29/02/2024
C1517,anna,Brown,user517@example.com,EAST,2024/07/23
C1518,sarah,johnson,user518@example.com,south,28/12/2024
C1519,Michael,Smith,user519@example.com,NORTH,24/07/2023
C1520,John,WILLIAMS,user520@example.com,EAST,01-26-2024
C1521,John,Jones,user521@example.com,east,2024/07/21
C1522,John,WILLIAMS,user522@example.com,EAST,02-13-2023
C1523,anna,Smith,,South,08-22-2024
C1524,mary,WILLIAMS,user524@example.com,east,2024/05/20
C1525,Michael,Jones,user525@example.com,EAST,2023-08-18
C1526,John,johnson,user526@example.com,EAST,03/01/2023
C1527,James,Brown,user527@example.com,West,09-26-2023
C1528,DAVID,Jones,user528@example.com,south,2024/10/17
C1529,Michael,Jones,user529@example.com,north,05-08-2023
C1530,Michael,Jones,user530@example.com,north,03/03/2024
C1531,mary,Jones,user531@example.com,NORTH,18/05/2024
C1532,sarah,Smith,user532@example.com,South,2023-01-30
C1533,mary,Jones,user533@example.com,north,2023/10/11
C1534,John,WILLIAMS,user534@example.com,North,03-10-2023
C1535,DAVID,Smith,user535@example.com,North,2024/08/18
C1536,DAVID,johnson,user536@example.com,east,2024/08/02
C1537,James,WILLIAMS,user537@example.com,South,2023/09/22
C1538,James,WILLIAMS,user538@example.com,west,2024-12-11
C1539,John,WILLIAMS,user539@example.com,west,2024-01-18
C1540,DAVID,WILLIAMS,user540@example.com,NORTH,23/09/2023
C1541,mary,Smith,user541@example.com,South,2024-08-18
C1542,anna,johnson,user542@example.com,south,05-30-2023
C1543,mary,johnson,user543@example.com,west,17/04/2024
C1544,anna,Jones,user544@example.com,east,01/01/2024
C1545,John,Brown,user545@example.com,North,02-24-2023
C1546,DAVID,Smith,user546@example.com,NORTH,2024/01/05
C1547,James,johnson,user547@example.com,NORTH,10-13-2024
C1548,Michael,Smith,user548@example.com,NORTH,02-19-2023
C1549,James,Smith,user549@example.com,NORTH,2023-10-26
C1550,sarah,Jones,user550@example.com,West,10/06/2024
C1551,Michael,johnson,user551@example.com,North,05/10/2024
C1552,anna,Brown,user552@example.com,West,07/04/2023
C1553,mary,Brown,user553@example.com,south,07-10-2024
C1554,mary,Brown,user554@example.com,North,11-20-2023
C1555,James,WILLIAMS,user555@example.com,west,10-05-2023
C1556,mary,johnson,user556@example.com,EAST,04-09-2023
C1557,James,WILLIAMS,user557@example.com,West,2023-05-28
C1558,James,WILLIAMS,user558@example.com,North,05-21-2023
C1559,mary,WILLIAMS,user559@example.com,EAST,2024/01/17
C1560,sarah,Jones,user560@example.com,west,02-26-2024
C1561,John,Jones,user561@example.com,south,2023-06-16
C1562,mary,Smith,user562@example.com,south,12/08/2023
C1563,anna,Smith,user563@example.com,NORTH,30/05/2024
C1564,DAVID,johnson,user564@example.com,east,2023-07-12
C1565,James,johnson,user565@example.com,north,2024/03/03
C1566,sarah,Jones,user566@example.com,east,2023-03-20
C1567,James,Smith,user567@example.com,South,2023-05-15
C1568,anna,Smith,user568@example.com,EAST,05-06-2024
C1569,James,WILLIAMS,user569@example.com,EAST,11-16-2023
C1570,anna,Brown,user570@example.com,West,2023/05/23
C1571,James,Brown,user571@example.com,North,09-03-2024
C1572,mary,Brown,user572@example.com,NORTH,06-26-2023
C1573,DAVID,Jones,user573@example.com,South,2023-01-30
C1574,mary,Brown,user574@example.com,south,16/08/2023
C1575,James,Brown,user575@example.com,NORTH,11/12/2024
C1576,anna,WILLIAMS,user576@example.com,north,05/12/2024
C1577,John,johnson,user577@example.com,east,11/11/2023
C1578,sarah,Jones,user578@example.com,north,03/08/2023
C1579,James,Smith,user579@example.com,West,2023/03/22
C1580,John,WILLIAMS,user580@example.com,NORTH,2024-12-08
C1581,James,Brown,user581@example.com,east,2023-03-21
C1582,sarah,Smith,user582@example.com,,2024/05/10
C1583,mary,WILLIAMS,user583@example.com,,13/02/2023
C1584,mary,Jones,,NORTH,2023-04-21
C1585,James,Brown,user585@example.com,west,2024-11-06
C1586,sarah,Jones,user586@example.com,,2024-04-25
C1587,DAVID,WILLIAMS,user587@example.com,North,2023-09-17
C1588,DAVID,Smith,user588@example.com,NORTH,03-09-2023
C1589,James,johnson,user589@example.com,east,2024-11-14
C1590,James,Brown,user590@example.com,North,2023-04-09
C1591,James,Jones,user591@example.com,south,08/09/2024
C1592,mary,Smith,user592@example.com,South,24/08/2024
C1593,mary,Smith,user593@example.com,West,07-09-2023
C1594,John,johnson,user594@example.com,NORTH,2023-01-30
C1595,anna,WILLIAMS,user595@example.com,east,05-30-2023
C1596,mary,johnson,user596@example.com,NORTH,08-16-2024
C1597,sarah,johnson,user597@example.com,west,27/12/2023
C1598,DAVID,WILLIAMS,user598@example.com,EAST,27/05/2024
C1599,DAVID,WILLIAMS,user599@example.com,north,2024-06-01
C1600,James,WILLIAMS,user600@example.com,east,2023-04-12
C1601,John,Smith,user601@example.com,North,25/06/2024
C1602,James,Smith,user602@example.com,west,07-16-2023
C1603,DAVID,Brown,user603@example.com,NORTH,2023-06-25
C1604,DAVID,Brown,user604@example.com,NORTH,12/04/2023
C1605,anna,johnson,user605@example.com,North,2024/05/31
C1606,Michael,johnson,user606@example.com,west,11/01/2024
C1607,sarah,Brown,user607@example.com,north,2024-03-26
C1608,anna,Jones,,NORTH,07-05-2023
C1609,James,johnson,user609@example.com,west,2024/01/24
C1610,Michael,Jones,user610@example.com,east,08/08/2023
C1611,DAVID,Jones,user611@example.com,EAST,2024-02-22
C1612,John,WILLIAMS,user612@example.com,west,2023-11-18
C1613,John,Smith,user613@example.com,West,2024-04-22
C1614,DAVID,Brown,user614@example.com,east,16/06/2024
C1615,mary,Smith,user615@example.com,north,05-22-2024
C1616,Michael,Brown,user616@example.com,south,12-22-2024
C1617,DAVID,Smith,user617@example.com,South,2024-07-24
C1618,John,Brown,user618@example.com,north,03-26-2023
C1619,John,Smith,user619@example.com,west,2024-05-20
C1620,Michael,WILLIAMS,user620@example.com,South,01-30-2024
C1621,sarah,Jones,user621@example.com,,04-12-2024
C1622,DAVID,Brown,user622@example.com,North,2024/12/04
C1623,anna,Jones,user623@example.com,north,2023/08/20
C1624,James,Brown,user624@example.com,east,2023/10/25
C1625,DAVID,Brown,user625@example.com,EAST,2023-07-13
C1626,sarah,WILLIAMS,user626@example.com,north,05-02-2024
C1627,Michael,Smith,user627@example.com,south,2023-07-03
C1628,Michael,Brown,user628@example.com,west,2024/11/21
C1629,John,Smith,user629@example.com,EAST,2024-11-19
C1630,sarah,WILLIAMS,user630@example.com,east,2024/02/10
C1631,Michael,johnson,user631@example.com,east,2024-06-19
C1632,mary,Jones,user632@example.com,west,03/05/2023
C1633,DAVID,Brown,user633@example.com,EAST,2024/02/09
C1634,John,WILLIAMS,user634@example.com,West,2024-12-12
C1635,anna,Smith,user635@example.com,south,2023-06-22
C1636,sarah,Brown,user636@example.com,east,08/01/2024
C1637,John,Smith,user637@example.com,north,13/12/2023
C1638,Michael,johnson,,West,2024/09/01
C1639,James,Brown,user639@example.com,NORTH,06/05/2023
C1640,Michael,Jones,user640@example.com,west,2024/03/10
C1641,anna,Brown,user641@example.com,EAST,10-13-2023
C1642,anna,Jones,user642@example.com,North,2024/10/21
C1643,anna,Smith,user643@example.com,North,2023/12/31
C1644,anna,Brown,user644@example.com,NORTH,2024/11/13
C1645,anna,WILLIAMS,user645@example.com,east,05-11-2024
C1646,mary,WILLIAMS,user646@example.com,south,2023/05/31
C1647,DAVID,johnson,user647@example.com,north,2023-04-21
C1648,sarah,WILLIAMS,user648@example.com,east,2023/09/14
C1649,John,johnson,user649@example.com,east,24/05/2024
C1650,anna,Smith,user650@example.com,west,05/10/2024
C1651,DAVID,Jones,user651@example.com,North,2023-01-31
C1652,Michael,Smith,user652@example.com,NORTH,2023-02-24
C1653,DAVID,Jones,user653@example.com,West,2024-05-25
C1654,anna,Jones,user654@example.com,,2023/07/03
C1655,James,johnson,user655@example.com,west,09-11-2024
C1656,John,WILLIAMS,user656@example.com,North,06-06-2023
C1657,anna,WILLIAMS,user657@example.com,west,2024-09-28
C1658,DAVID,johnson,user658@example.com,South,2023/03/20
C1659,Michael,johnson,user659@example.com,North,22/04/2024
C1660,DAVID,Smith,user660@example.com,North,2023/10/28
C1661,anna,johnson,,north,05-17-2024
C1662,sarah,WILLIAMS,user662@example.com,east,07-09-2024
C1663,DAVID,johnson,user663@example.com,east,2024-07-07
C1664,sarah,johnson,user664@example.com,South,2023/02/02
C1665,anna,Jones,user665@example.com,north,2023/05/02
C1666,DAVID,johnson,user666@example.com,west,04-05-2024
C1667,Michael,Smith,user667@example.com,west,2024/01/21
C1668,mary,johnson,user668@example.com,EAST,2024-04-15
C1669,mary,Brown,user669@example.com,south,03/02/2023
C1670,sarah,Brown,user670@example.com,South,07-24-2024
C1671,anna,Jones,user671@example.com,east,24/12/2024
C1672,sarah,Jones,user672@example.com,south,2024/05/18
C1673,anna,Brown,user673@example.com,west,05-18-2023
C1674,anna,Jones,user674@example.com,north,2024/02/03
C1675,mary,Jones,user675@example.com,EAST,2023/04/23
C1676,Michael,WILLIAMS,user676@example.com,west,2024/11/06
C1677,Michael,WILLIAMS,user677@example.com,west,02/05/2024
C1678,DAVID,johnson,user678@example.com,south,2024-06-02
C1679,sarah,Brown,user679@example.com,east,02-05-2024
C1680,Michael,Smith,user680@example.com,South,2024/05/21
C1681,James,Brown,user681@example.com,West,09-23-2024
C1682,John,Brown,user682@example.com,North,10-19-2023
C1683,DAVID,WILLIAMS,user683@example.com,south,2023-03-04
C1684,DAVID,WILLIAMS,user684@example.com,South,2024-08-27
C1685,mary,Jones,user685@example.com,South,05-12-2023
C1686,sarah,Smith,user686@example.com,east,2023-12-24
C1687,James,WILLIAMS,user687@example.com,west,10-02-2024
C1688,Michael,Jones,user688@example.com,south,2024-01-25
C1689,Michael,Smith,user689@example.com,north,03-14-2024
C1690,anna,WILLIAMS,user690@example.com,EAST,2024/01/01
C1691,DAVID,Brown,user691@example.com,NORTH,2023-12-26
C1692,sarah,Brown,user692@example.com,EAST,08/11/2024
C1693,sarah,Smith,user693@example.com,south,11/09/2023
C1694,sarah,Smith,user694@example.com,South,10-25-2024
C1695,anna,WILLIAMS,user695@example.com,South,2024-08-29
C1696,mary,WILLIAMS,user696@example.com,South,2024-12-05
C1697,Michael,Smith,user697@example.com,South,2023-11-09
C1698,sarah,Smith,user698@example.com,South,12/12/2023
C1699,James,Jones,user699@example.com,EAST,01-21-2023
C1700,James,Jones,user700@example.com,north,2023/02/08
C1701,anna,Jones,user701@example.com,north,2024/11/04
C1702,mary,Brown,user702@example.com,West,2024/08/04
C1703,anna,Brown,user703@example.com,west,2023-10-01
C1704,John,Jones,user704@example.com,West,2024/12/13
C1705,DAVID,Jones,user705@example.com,EAST,2024-08-25
C1706,Michael,Smith,,south,2023/11/21
C1707,anna,Brown,user707@example.com,west,2024/08/07
C1708,anna,Jones,,South,2023-11-27
C1709,Michael,johnson,user709@example.com,NORTH,2024-05-15
C1710,DAVID,WILLIAMS,user710@example.com,east,08/12/2024
C1711,John,Jones,user711@example.com,west,2023/12/11
C1712,James,Brown,user712@example.com,,05-29-2024
C1713,James,Jones,user713@example.com,NORTH,06-20-2023
C1714,mary,johnson,user714@example.com,north,2024/01/08
C1715,anna,Smith,user715@example.com,West,2023/07/26
C1716,DAVID,Brown,user716@example.com,North,2024-10-12
C1717,mary,Smith,user717@example.com,,02/07/2024
C1718,James,WILLIAMS,user718@example.com,north,10-22-2023
C1719,mary,Smith,user719@example.com,south,02-18-2023
C1720,mary,Jones,user720@example.com,south,2024/08/10
C1721,John,johnson,user721@example.com,West,2023-08-20
C1722,John,Smith,user722@example.com,EAST,2024-08-15
C1723,mary,johnson,user723@example.com,West,08-29-2024
C1724,sarah,Brown,user724@example.com,east,2023-10-07
C1725,Michael,Brown,user725@example.com,EAST,2024/08/03
C1726,James,Jones,user726@example.com,east,13/03/2024
C1727,James,Jones,user727@example.com,NORTH,2023-12-22
C1728,John,Jones,,South,10-29-2024
C1729,sarah,johnson,user729@example.com,south,05-31-2024
C1730,sarah,WILLIAMS,user730@example.com,west,03-19-2024
C1731,anna,WILLIAMS,user731@example.com,east,2023/07/24
C1732,Michael,WILLIAMS,user732@example.com,NORTH,02-16-2024
C1733,mary,Brown,user733@example.com,North,2024/10/01
C1734,anna,Brown,user734@example.com,West,18/11/2024
C1735,anna,WILLIAMS,user735@example.com,west,20/01/2023
C1736,sarah,Jones,user736@example.com,EAST,2024/08/13
C1737,sarah,Smith,user737@example.com,south,2023/08/07
C1738,sarah,WILLIAMS,user738@example.com,North,2023/10/02
C1739,mary,Smith,user739@example.com,NORTH,2024-08-02
C1740,mary,WILLIAMS,user740@example.com,south,18/06/2024
C1741,anna,Smith,user741@example.com,north,2024/01/09
C1742,anna,Jones,user742@example.com,EAST,01/06/2023
C1743,John,Brown,user743@example.com,EAST,06-04-2023
C1744,James,WILLIAMS,user744@example.com,south,2024/03/21
C1745,James,WILLIAMS,user745@example.com,east,2023-11-23
C1746,James,Jones,user746@example.com,South,11/10/2024
C1747,John,johnson,user747@example.com,west,02-27-2024
C1748,James,WILLIAMS,user748@example.com,south,21/10/2023
C1749,sarah,Smith,user749@example.com,west,20/09/2023
C1750,mary,Jones,user750@example.com,West,20/02/2024
C1751,mary,johnson,user751@example.com,east,27/04/2023
C1752,James,WILLIAMS,user752@example.com,West,2023-07-16
C1753,anna,WILLIAMS,user753@example.com,NORTH,09-09-2023
C1754,Michael,Brown,user754@example.com,EAST,2024/04/20
C1755,sarah,johnson,user755@example.com,east,2024/07/27
C1756,John,Jones,user756@example.com,north,2024-03-08
C1757,Michael,Smith,user757@example.com,EAST,26/07/2023
C1758,mary,WILLIAMS,user758@example.com,EAST,07/10/2023
C1759,James,Jones,user759@example.com,south,01-30-2023
C1760,John,Brown,user760@example.com,east,12/10/2023
C1761,sarah,WILLIAMS,user761@example.com,West,2024-10-21
C1762,mary,johnson,user762@example.com,EAST,2024-05-12
C1763,James,Jones,user763@example.com,west,2023-02-26
C1764,sarah,Smith,user764@example.com,east,11-18-2023
C1765,anna,Brown,user765@example.com,North,2023/03/07
C1766,Michael,Jones,user766@example.com,South,2024-01-08
C1767,Michael,WILLIAMS,user767@example.com,north,11/02/2024
C1768,Michael,Smith,user768@example.com,east,2023-08-30
C1769,DAVID,WILLIAMS,user769@example.com,north,2024-08-07
C1770,James,WILLIAMS,user770@example.com,West,06-18-2024
C1771,sarah,johnson,user771@example.com,North,2024-05-23
C1772,Michael,johnson,user772@example.com,west,2023-09-01
C1773,James,WILLIAMS,user773@example.com,north,11-17-2023
C1774,anna,Brown,user774@example.com,NORTH,2024/08/21
C1775,Michael,johnson,user775@example.com,east,2023/08/30
C1776,sarah,johnson,user776@example.com,South,12/08/2023
C1777,James,johnson,user777@example.com,West,20/04/2023
C1778,Michael,johnson,user778@example.com,NORTH,08-08-2023
C1779,sarah,Smith,user779@example.com,NORTH,2024/03/26
C1780,mary,WILLIAMS,user780@example.com,,2023-09-18
C1781,anna,Smith,user781@example.com,EAST,05-17-2024
C1782,James,Jones,user782@example.com,West,2024-12-17
C1783,sarah,Jones,user783@example.com,west,2023/11/21
C1784,sarah,Jones,user784@example.com,west,01/05/2024
C1785,DAVID,Smith,user785@example.com,west,12/10/2023
C1786,James,WILLIAMS,user786@example.com,West,2024/01/07
C1787,mary,Jones,user787@example.com,east,01-12-2024
C1788,James,johnson,,west,2023-01-22
C1789,anna,Jones,user789@example.com,EAST,2024-11-09
C1790,DAVID,Brown,user790@example.com,South,08/12/2024
C1791,James,johnson,user791@example.com,West,2023/09/17
C1792,James,johnson,user792@example.com,east,11-13-2023
C1793,Michael,johnson,user793@example.com,south,2024-12-02
C1794,sarah,Jones,user794@example.com,,01/07/2024
C1795,anna,johnson,user795@example.com,NORTH,2024/03/29
C1796,mary,Brown,user796@example.com,West,2023/01/09
C1797,DAVID,Smith,user797@example.com,West,09-19-2023
C1798,sarah,Brown,user798@example.com,West,03/04/2023
C1799,John,WILLIAMS,user799@example.com,east,01/11/2023
C1800,anna,johnson,user800@example.com,South,2023/06/14
C1801,DAVID,Brown,user801@example.com,west,10-08-2024
C1802,mary,Jones,user802@example.com,east,2024/10/21
C1803,DAVID,WILLIAMS,user803@example.com,east,02-04-2023
C1804,DAVID,Brown,user804@example.com,NORTH,2023/03/24
C1805,DAVID,johnson,user805@example.com,east,2024/04/27
C1806,Michael,Jones,user806@example.com,South,2023/12/07
C1807,John,johnson,user807@example.com,east,13/04/2023
C1808,mary,WILLIAMS,user808@example.com,west,12-16-2024
C1809,mary,Brown,user809@example.com,south,2024-06-02
C1810,mary,johnson,,west,2023/12/27
C1811,sarah,WILLIAMS,user811@example.com,east,09-08-2024
C1812,anna,Jones,user812@example.com,north,2024-04-09
C1813,mary,Brown,user813@example.com,south,23/02/2023
C1814,anna,Brown,user814@example.com,West,2024/10/07
C1815,mary,WILLIAMS,user815@example.com,south,18/10/2024
C1816,John,Brown,user816@example.com,West,2023/01/04
C1817,sarah,Jones,user817@example.com,North,07-24-2023
C1818,sarah,Jones,user818@example.com,west,2023-11-18
C1819,DAVID,Brown,user819@example.com,,24/04/2023
C1820,Michael,johnson,user820@example.com,south,13/09/2023
C1821,sarah,johnson,user821@example.com,West,2024/08/31
C1822,sarah,Jones,user822@example.com,South,2023/11/24
C1823,John,johnson,user823@example.com,North,04/05/2024
C1824,mary,WILLIAMS,user824@example.com,EAST,24/09/2023
C1825,James,Smith,user825@example.com,West,12-04-2024
C1826,sarah,Brown,user826@example.com,West,16/10/2023
C1827,sarah,WILLIAMS,user827@example.com,North,2023/03/28
C1828,James,Jones,user828@example.com,NORTH,12/01/2024
C1829,Michael,Smith,user829@example.com,east,2024/02/07
C1830,anna,Jones,user830@example.com,West,07/08/2024
C1831,John,Smith,user831@example.com,south,2023-01-22
C1832,James,WILLIAMS,user832@example.com,North,25/07/2024
C1833,James,Smith,user833@example.com,South,2023/04/02
C1834,Michael,johnson,user834@example.com,West,07-23-2023
C1835,sarah,WILLIAMS,user835@example.com,North,19/12/2024
C1836,sarah,Brown,user836@example.com,north,2023/02/20
C1837,John,Jones,user837@example.com,South,2024/09/24
C1838,DAVID,johnson,user838@example.com,south,09-06-2024
C1839,DAVID,Brown,user839@example.com,NORTH,2023-06-02
C1840,James,Smith,user840@example.com,North,12/01/2024
C1841,sarah,johnson,user841@example.com,west,2024-08-03
C1842,James,Brown,user842@example.com,south,2023/01/15
C1843,James,WILLIAMS,user843@example.com,south,2024/04/09
C1844,sarah,Smith,user844@example.com,North,02/05/2023
C1845,Michael,Brown,user845@example.com,South,31/12/2024
C1846,anna,Smith,user846@example.com,South,07-15-2023
C1847,anna,Brown,user847@example.com,EAST,2023/10/22
C1848,Michael,Jones,user848@example.com,,27/01/2024
C1849,James,WILLIAMS,user849@example.com,north,17/03/2024
C1850,Michael,johnson,user850@example.com,South,06/09/2024
C1851,mary,Brown,user851@example.com,,17/10/2023
C1852,sarah,Smith,user852@example.com,,04/03/2024
C1853,mary,WILLIAMS,user853@example.com,West,23/02/2024
C1854,DAVID,johnson,user854@example.com,NORTH,01-30-2023
C1855,sarah,Smith,user855@example.com,north,26/09/2023
C1856,sarah,WILLIAMS,user856@example.com,West,2024/09/24
C1857,John,Smith,user857@example.com,EAST,09-12-2023
C1858,sarah,WILLIAMS,user858@example.com,North,2024/08/19
C1859,DAVID,johnson,user859@example.com,NORTH,2023-03-29
C1860,anna,johnson,user860@example.com,north,25/04/2024
C1861,anna,Smith,user861@example.com,South,2023/11/28
C1862,James,WILLIAMS,user862@example.com,west,04/12/2024
C1863,sarah,Brown,user863@example.com,EAST,2024/12/31
C1864,anna,johnson,user864@example.com,West,2024/12/26
C1865,mary,Brown,user865@example.com,North,09-03-2024
C1866,James,Brown,user866@example.com,EAST,2023-03-16
C1867,sarah,Jones,user867@example.com,south,2024-07-24
C1868,mary,Smith,user868@example.com,West,02-23-2023
C1869,Michael,Smith,user869@example.com,west,2023/08/29
C1870,Michael,Smith,user870@example.com,West,2023-12-29
C1871,John,WILLIAMS,user871@example.com,NORTH,01-06-2023
C1872,sarah,johnson,user872@example.com,EAST,2024/05/31
C1873,Michael,johnson,user873@example.com,south,2023/11/06
C1874,Michael,Jones,user874@example.com,west,11-18-2024
C1875,anna,Jones,user875@example.com,west,2023-05-16
C1876,John,Jones,user876@example.com,south,17/08/2024
C1877,John,Brown,user877@example.com,west,24/09/2023
C1878,anna,Smith,user878@example.com,North,2024/05/30
C1879,sarah,WILLIAMS,user879@example.com,west,2023/12/14
C1880,mary,johnson,user880@example.com,NORTH,2023-05-16
C1881,James,WILLIAMS,user881@example.com,EAST,2023/11/21
C1882,sarah,Smith,user882@example.com,South,05-26-2023
C1883,mary,Smith,user883@example.com,north,04-30-2023
C1884,John,johnson,user884@example.com,west,15/02/2023
C1885,DAVID,Brown,,South,05-26-2024
C1886,sarah,Jones,user886@example.com,West,2024/01/05
C1887,DAVID,Brown,user887@example.com,NORTH,10-17-2023
C1888,mary,Smith,,EAST,09-19-2024
C1889,sarah,Smith,user889@example.com,EAST,06-13-2024
C1890,DAVID,Brown,user890@example.com,west,22/03/2024
C1891,DAVID,Jones,user891@example.com,North,2023/11/20
C1892,James,Jones,user892@example.com,NORTH,2023/06/04
C1893,sarah,Smith,user893@example.com,North,24/02/2023
C1894,DAVID,Jones,user894@example.com,West,2023-06-02
C1895,James,Jones,user895@example.com,North,24/08/2023
C1896,James,johnson,user896@example.com,east,2023/02/06
C1897,sarah,johnson,user897@example.com,west,24/09/2023
C1898,DAVID,WILLIAMS,user898@example.com,south,2024/12/23
C1899,James,Brown,user899@example.com,,2024-03-22
C1900,John,Smith,user900@example.com,north,2024-05-21
C1901,sarah,Jones,user901@example.com,,03-28-2024
C1902,John,WILLIAMS,user902@example.com,West,2024/12/27
C1903,anna,johnson,user903@example.com,north,2024/04/13
C1904,Michael,Jones,user904@example.com,North,26/04/2023
C1905,John,Brown,user905@example.com,east,05-07-2023
C1906,DAVID,johnson,user906@example.com,North,06/04/2023
C1907,mary,Smith,user907@example.com,south,18/10/2023
C1908,anna,Jones,user908@example.com,north,06-22-2023
C1909,John,WILLIAMS,user909@example.com,north,30/07/2024
C1910,James,Smith,user910@example.com,west,2024-08-20
C1911,anna,Jones,user911@example.com,South,22/06/2024
C1912,John,Jones,user912@example.com,South,2024-03-02
C1913,James,Jones,user913@example.com,South,2023/09/10
C1914,John,Jones,user914@example.com,NORTH,2024-11-24
C1915,mary,Jones,user915@example.com,west,2023-12-03
C1916,mary,Smith,user916@example.com,north,2023-10-19
C1917,James,Brown,,EAST,02-08-2024
C1918,John,Brown,user918@example.com,east,2024-08-27
C1919,Michael,Smith,user919@example.com,NORTH,28/11/2023
C1920,mary,Brown,user920@example.com,west,2023-01-30
C1921,mary,WILLIAMS,user921@example.com,EAST,2024/04/16
C1922,mary,WILLIAMS,user922@example.com,west,04-09-2024
C1923,sarah,Smith,user923@example.com,West,2024-08-31
C1924,anna,WILLIAMS,user924@example.com,EAST,2023-12-04
C1925,John,Smith,user925@example.com,EAST,2024/11/02
C1926,Michael,WILLIAMS,user926@example.com,east,29/11/2023
C1927,mary,johnson,user927@example.com,east,2023-08-05
C1928,sarah,Smith,user928@example.com,EAST,10-21-2024
C1929,anna,Jones,user929@example.com,west,2023-11-27
C1930,DAVID,WILLIAMS,user930@example.com,west,2023/03/14
C1931,James,johnson,user931@example.com,south,2023/04/05
C1932,DAVID,Smith,user932@example.com,West,19/09/2023
C1933,mary,WILLIAMS,user933@example.com,east,2023/09/03
C1934,Michael,Jones,user934@example.com,,2023-04-02
C1935,Michael,WILLIAMS,user935@example.com,,02/08/2023
C1936,anna,johnson,user936@example.com,North,2024/02/02
C1937,anna,Brown,user937@example.com,south,19/10/2023
C1938,John,Brown,user938@example.com,,05-04-2023
C1939,James,johnson,user939@example.com,South,2024/05/17
C1940,James,johnson,user940@example.com,North,14/11/2023
C1941,mary,Smith,user941@example.com,south,2024-01-03
C1942,DAVID,Brown,user942@example.com,west,12/01/2024
C1943,John,Smith,user943@example.com,NORTH,2024/05/16
C1944,Michael,WILLIAMS,user944@example.com,West,2024/02/02
C1945,John,johnson,user945@example.com,NORTH,2023/10/02
C1946,DAVID,Smith,user946@example.com,South,2023/04/03
C1947,Michael,johnson,user947@example.com,south,13/01/2024
C1948,anna,Smith,user948@example.com,east,2024/03/20
C1949,sarah,WILLIAMS,user949@example.com,South,2023-04-06
C1950,sarah,WILLIAMS,user950@example.com,EAST,06-09-2024
C1951,anna,Jones,user951@example.com,NORTH,19/04/2024
C1952,mary,Brown,user952@example.com,north,25/10/2024
C1953,John,Jones,user953@example.com,south,2024-05-22
C1954,Michael,Brown,user954@example.com,,2023/10/25
C1955,anna,WILLIAMS,user955@example.com,east,2024-03-23
C1956,James,Smith,user956@example.com,North,05-04-2024
C1957,anna,johnson,user957@example.com,EAST,02/06/2023
C1958,mary,WILLIAMS,user958@example.com,east,12-01-2024
C1959,John,WILLIAMS,,north,2023/09/12
C1960,anna,Smith,user960@example.com,South,2023-10-30
C1961,James,WILLIAMS,user961@example.com,North,2024-07-18
C1962,DAVID,WILLIAMS,user962@example.com,east,2023-02-16
C1963,James,Smith,user963@example.com,west,2024/06/06
C1964,anna,WILLIAMS,user964@example.com,,2024-02-27
C1965,Michael,Brown,user965@example.com,NORTH,04-20-2024
C1966,James,Brown,user966@example.com,South,12-30-2023
C1967,John,Brown,user967@example.com,east,2024-08-22
C1968,James,Brown,user968@example.com,west,2024-05-30
C1969,Michael,WILLIAMS,user969@example.com,east,2023/04/27
C1970,James,johnson,user970@example.com,east,03/07/2023
C1971,John,Brown,user971@example.com,EAST,2024-02-07
C1972,DAVID,Brown,user972@example.com,North,2023/03/27
C1973,Michael,WILLIAMS,user973@example.com,south,12-22-2024
C1974,sarah,Jones,user974@example.com,west,2023/11/18
C1975,anna,WILLIAMS,,NORTH,2024/11/17
C1976,DAVID,Smith,user976@example.com,West,09-30-2024
C1977,John,Brown,user977@example.com,West,16/12/2023
C1978,Michael,Smith,user978@example.com,South,05/08/2023
C1979,anna,Brown,user979@example.com,west,03-22-2023
C1980,DAVID,Jones,user980@example.com,north,2024-11-20
C1981,John,johnson,user981@example.com,east,2024-03-20
C1982,James,Jones,user982@example.com,north,2023/01/06
C1983,sarah,WILLIAMS,user983@example.com,east,2023-04-30
